interview_id,candidate_id,req_id,interview_date,interview_type,interviewer_role,skill_focus,interview_score,recommendation
I3295,C2819,R1014,2024-07-19,Video Call ,Ops Director,Teamwork ,3.1,STRONG HIRE
I3296,C2170,R1141,2024-12-04,Phonee,RECRUITER,Adaaptability,3.4, Neutral
I3297,C3317,R1108,2024-06-17, Video Call,OPS DIRECTOR,Technical Skills ,3.2, No Hire
I3298,C2922,R1087,2024-11-18,in-person,Recruiter,teamwork,4.3,Neutral 
I3299,C3435,R1081,2024-03-26,In-person, Engineering Lead,Adaptability ,3.5,NEUTRAL
I3300,C4445,R1129,2024-01-07,In-Person ,hr director,Leaadership,2.6,Neeutral
I3301,C2961,R1051,2024-08-17,video call,MARKETING MANAGER,Peersonality,2.6, Strong Hire
I3302,C4622,R1018,2024-09-15,Phonee,Marketing Manager,Communication,3.4,Strong Hire 
I3303,C3495,R1016,2024-08-04,phone,Engineering lead,Teamwork,2.7,hire
I3304,C4035,R1067,2024-04-01,Phone ,Marketing Manager,Personaality,3.9,NO HIRE
I3305,C3047,R1131,2024-12-29,video call,Hr director,Problem Solving ,3.3,No Hire
I3306,C3537,R1011,2024-06-12,Video Call ,hr director,Teamwork ,4.2,Neutral
I3307,C4960,R1031,2024-10-24,video call,ops director,Adaptability,3.6,No Hiree
I3308,C2879,R1138,2024-05-15,Video Call ,marketing manager,Problem solving,3.0,No Hire
I3309,C4569,R1010,2024-12-21,In-Person,Marketing Manager,Personaality,2.6,Hire
I3310,C3958,R1083,2024-03-24,video call, Ops Director,Communication,4.5,STRONG HIRE
I3311,C2104,R1089,2024-04-18,In-Person ,Maarketing Manager,Communication,3.0,Hire
I3312,C4795,R1085,2024-05-02,Phone,Ops Direector, Personality,2.6,Hire 
I3313,C2671,R1136,2024-04-24,Video Caall,MARKETING MANAGER,PERSONALITY,3.6,HIRE
I3314,C4952,R1058,2024-05-08,In-Person ,HR Director,Communication,4.2,strong hire
I3315,C4821,R1099,2024-04-18,phone,Marketing manager,COMMUNICATION,3.8,NO HIRE
I3316,C3216,R1040,2024-06-13,video call,OPS DIRECTOR,Problem Solving,4.5,Neutral 
I3317,C2344,R1140,2024-08-11, Video Call,ENGINEERING LEAD,Leadership,4.8,Neutral 
I3318,C4328,R1042,2024-05-05,in-person,Hr director,Technical Skills,2.5, Neutral
I3319,C2874,R1060,2024-08-27,IN-PERSON,HR Direector,TEAMWORK,4.8,Neutraal
I3320,C3912,R1057,2024-09-01,Phone,Reecruiter,Teamwork,4.9, Neutral
I3321,C2115,R1044,2024-11-10,Video Call,HR Director ,Technical skills,3.4,Strong Hire 
I3322,C3282,R1030,2024-03-08, Phone, HR Director,Technical Skills,4.1,No Hire
I3323,C4031,R1069,2024-08-03,Video Call,Maarketing Manager,Adaptability ,3.8,Neutraal
I3324,C2564,R1092,2024-09-17,Video Call,MARKETING MANAGER,Technical Skills,3.1,Neutral
I3325,C4713,R1111,2024-06-10,Videeo Call,Engineeering Lead,teamwork,3.2, Neutral
I3326,C4437,R1101,2024-05-11,Video call,Recruiter,Problem Solving,4.4,no hire
I3327,C4452,R1009,2024-03-14,In-Peerson,Recruiter ,Adaptability ,2.5,No hire
I3328,C3707,R1121,2024-02-21, Video Call,HR DIRECTOR,Communication,4.9,No Hiree
I3329,C2535,R1016,2024-04-26,PHONE,ops director,teamwork,3.3,No Hire 
I3330,C3030,R1037,2024-04-08,Phone,RECRUITER,Teaamwork,3.6,HIRE
I3331,C4423,R1025,2024-02-02, In-Person, Marketing Manager,COMMUNICATION,3.4,Neutraal
I3332,C4102,R1133,2024-07-17,IN-PERSON,Hr director,Leaadership,2.6,no hire
I3333,C4138,R1102,2024-06-05,Phonee,Recruiter, Teamwork,3.9,No Hiree
I3334,C3915,R1013,2024-10-17, In-Person,Marketing Manager,Adaptability ,3.8, Neutral
I3335,C3584,R1068,2024-10-05,Phone,Recruiter,Communication,3.5,Strong Hire
I3336,C2243,R1036,2024-06-14,IN-PERSON,marketing manager,Leeadership,2.8,Strong Hiree
I3337,C3459,R1116,2024-06-16,Video Caall,Ops Direector,Personality ,3.7,Neutral 
I3338,C3468,R1043,2024-01-27,Video Call ,RECRUITER,Personaality,3.6,Strong Hire
I3339,C3582,R1010,2024-02-06,In-Person,Engineeering Lead,ADAPTABILITY,3.2,Strong Hire 
I3340,C3698,R1033,2024-05-13,Video Call ,Engineering Lead ,TECHNICAL SKILLS,2.9, No Hire
I3341,C2281,R1034,2024-01-09,In-Person,Engineering Lead,Communication,3.0,Neeutral
I3342,C4099,R1105,2024-04-09,Phone ,Marketing Manager,teamwork,3.6,Hiree
I3343,C2186,R1043,2024-01-25, In-Person,ENGINEERING LEAD,Communication,2.7,Strong Hire 
I3344,C4214,R1145,2024-11-22,In-person, Recruiter,teamwork,3.0,Strong Hiree
I3345,C2271,R1117,2024-03-19,In-Person,Ops Director,Adaaptability,2.8,No Hire 
I3346,C4274,R1038,2024-01-22,video call,HR Director , Leadership,3.8,No Hire 
I3347,C3900,R1076,2024-10-20,Phone ,Maarketing Manager,Personality,3.9,Neutral
I3348,C3028,R1066,2024-03-16,In-Person,Engineering Lead,Communication,2.5, No Hire
I3349,C4665,R1100,2024-08-27,Phone,Recruiter ,PROBLEM SOLVING,3.3,No Hire
I3350,C2783,R1108,2024-09-29,VIDEO CALL,Recruiter,Technicaal Skills,4.2, Neutral
I3351,C3789,R1002,2024-12-17,Video Call ,Ops Director , Technical Skills,2.7, Neutral
I3352,C4140,R1085,2024-12-22,IN-PERSON,HR Director,PROBLEM SOLVING,4.6,No Hiree
I3353,C4106,R1053,2024-08-07,video call,Ops Direector,Communication,4.1,HIRE
I3354,C2127,R1119,2024-05-29,In-Person ,Ops Direector, Teamwork,2.9,Neutraal
I3355,C4114,R1123,2024-12-02,phone,Marketing manager,Teamwork,3.5,Hire
I3356,C4630,R1021,2024-03-16,in-person,engineering lead,adaptability,3.7, Hire
I3357,C3562,R1108,2024-03-09,Video Call , Ops Director,Leadership,4.8,Hire
I3358,C3884,R1082,2024-03-28,IN-PERSON,HR Director,Technicaal Skills,4.1,STRONG HIRE
I3359,C2933,R1012,2024-12-09,Video Call,Reecruiter, Personality,4.7,Neutral
I3360,C4261,R1117,2024-09-11,Video Caall,Marketing Manager , Teamwork,2.7,Neeutral
I3361,C3285,R1104,2024-09-20,Video call,ops director,Adaptability,4.6,Hire
I3362,C2271,R1117,2024-09-18,video call,Engineering Leaad,Problem Solving,3.9,No Hire 
I3363,C4492,R1117,2024-04-15,In-Peerson,HR Direector,Adaptability,3.8,Neeutral
I3364,C4150,R1024,2024-04-02,PHONE,Recruiter,leadership,2.9,neutral
I3365,C2469,R1112,2024-09-18,In-Person,engineering lead,problem solving,2.9,neutral
I3366,C2548,R1081,2024-10-27,Phone,Reecruiter,Leadership,4.7,Strong Hire
I3367,C2540,R1095,2024-11-07,Phone,HR DIRECTOR,Leadership,3.1, Neutral
I3368,C3860,R1001,2024-04-07,Phone,Engineering Lead,Leaadership,3.3,Neutral
I3369,C3385,R1100,2024-02-21,Video Caall,Recruiter,Leadership,4.3,Hire
I3370,C3322,R1114,2024-11-12,Video Call ,Recruiter ,Leadership,3.4,Strong Hire
I3371,C4471,R1081,2024-09-17,In-person, Ops Director, Teamwork,3.2,No Hire 
I3372,C4201,R1066,2024-03-19,phone, Recruiter, Technical Skills,4.7,strong hire
I3373,C2929,R1014,2024-01-20,In-Person ,Recruiter,Leaadership,2.8,neutral
I3374,C4387,R1034,2024-11-23,In-Person,Maarketing Manager,Problem Solving,4.7,Hire
I3375,C3239,R1052,2024-01-13, In-Person,Engineeering Lead, Problem Solving,3.2, Neutral
I3376,C2949,R1053,2024-09-02,Videeo Call,Engineering Lead,Teechnical Skills,3.0,Hire 
I3377,C2895,R1136,2024-12-05,Video call,Recruiter ,Problem Solving,3.4,HIRE
I3378,C3798,R1075,2024-06-18,phone,Ops Direector,Problem solving,4.3,hire
I3379,C4290,R1021,2024-02-05, Video Call,Hr director,COMMUNICATION,3.3,Neutral 
I3380,C4252,R1099,2024-04-16, Video Call,Ops director,Probleem Solving,4.5,Strong Hire
I3381,C3228,R1112,2024-10-05,Videeo Call, Marketing Manager,LEADERSHIP,4.3,No Hire 
I3382,C3160,R1110,2024-06-21,in-person, Marketing Manager,teamwork,3.6,Neutral
I3383,C2053,R1018,2024-04-26,PHONE,recruiter,leadership,4.1,no hire
I3384,C3228,R1112,2024-08-18,Video Caall,Marketing Manager, Teamwork,4.5,Hire
I3385,C3178,R1102,2024-01-15,PHONE,OPS DIRECTOR,Probleem Solving,3.2,Hire
I3386,C2620,R1102,2024-07-12,Video Call ,Reecruiter,TEAMWORK,2.8,Hiree
I3387,C3853,R1118,2024-03-12,video call,Ops Direector,Leeadership,3.6,Strong Hire
I3388,C3283,R1060,2024-12-14,In-Peerson, HR Director,Communication,2.8,HIRE
I3389,C4862,R1053,2024-08-03, Phone,Ops Director,Technical skills,4.3,Neutral
I3390,C3999,R1083,2024-11-21,Video Call,Recruiter,Adaaptability,4.0,NO HIRE
I3391,C3246,R1031,2024-06-28,Videeo Call, Recruiter,Personality,4.0,Hire
I3392,C2256,R1022,2024-02-26, Video Call,Marketing Manager , Leadership,2.9,Neutral
I3393,C4251,R1122,2024-11-09,Video call,MARKETING MANAGER,Leadership,2.7,No Hiree
I3394,C4595,R1144,2024-05-14,Video Call ,OPS DIRECTOR,TEAMWORK,3.7,Neeutral
I3395,C2379,R1138,2024-06-24,Video Call,Recruiter,Adaptability ,2.5,Hire 
I3396,C2260,R1068,2024-03-13,In-person, Engineering Lead, Teamwork,4.7,Neutraal
I3397,C2739,R1134,2024-05-09,In-person,Ops Director,Personaality,4.4,hire
I3398,C3479,R1087,2024-07-02,Videeo Call,Recruiter ,Teaamwork,3.2,HIRE
I3399,C2380,R1012,2024-02-02, Phone,Ops Director,Problem Solving,4.0,No hire
I3400,C2548,R1081,2024-11-29,In-Person,Engineering Lead,Problem Solving ,3.2,Neutraal
I3401,C3783,R1072,2024-12-22,video call,Ops director,Technical Skills ,3.8,strong hire
I3402,C4195,R1130,2024-04-27,Video call, Recruiter,communication,3.3, Strong Hire
I3403,C3774,R1080,2024-02-19,Videeo Call,hr director,Adaptability,3.7,Strong Hire
I3404,C2185,R1096,2024-07-27,In-Peerson,Ops Director , Leadership,2.8,Neutral
I3405,C4630,R1021,2024-05-14,In-Person,HR Direector,Adaptability,3.1,Strong Hire 
I3406,C2734,R1147,2024-09-14,In-person,Reecruiter,Technical Skills,3.0,STRONG HIRE
I3407,C3768,R1098,2024-05-28,Video Call ,Recruiter ,ADAPTABILITY,2.9,strong hire
I3408,C2628,R1130,2024-10-28,Phonee,Maarketing Manager,technical skills,3.3,No Hire 
I3409,C4319,R1116,2024-03-10,Phone,Reecruiter,Leadership,3.0,HIRE
I3410,C2559,R1130,2024-07-09,Video Call,Recruiter ,COMMUNICATION,3.0,Hire
I3411,C3547,R1092,2024-09-30,Phone,Recruiter,adaptability,2.8, Hire
I3412,C3256,R1033,2024-09-21,Phone,ops director,Communication,4.1,NO HIRE
I3413,C3551,R1146,2024-06-19,Phone,Hr director, Teamwork,3.3, Neutral
I3414,C2517,R1065,2024-03-29, Phone,HR Direector, Personality,4.0,Neutral
I3415,C3080,R1077,2024-08-11,In-Peerson,Marketing manager,PERSONALITY,4.4,No hire
I3416,C3858,R1077,2024-07-01,In-Person, HR Director,Teamwork ,2.9,Neutral
I3417,C3657,R1107,2024-09-06,Phone ,HR Direector,Leadership ,4.5, Strong Hire
I3418,C3597,R1122,2024-08-30,Phone ,HR Director,Probleem Solving,3.5, Strong Hire
I3419,C3513,R1147,2024-08-10,Phone,Marketing Manager , Communication,4.7,No Hiree
I3420,C4947,R1005,2024-03-19,Video call,Engineering lead,Probleem Solving,2.8,No hire
I3421,C3186,R1020,2024-11-24,Phonee,MARKETING MANAGER,personality,3.3,STRONG HIRE
I3422,C3874,R1070,2024-10-07,In-Peerson,Hr director, Personality,3.0,No Hiree
I3423,C3345,R1142,2024-10-16,In-Peerson,HR Director,leadership,3.5, Hire
I3424,C3926,R1074,2024-02-21,In-person,ops director,leadership,3.4,hire
I3425,C3612,R1107,2024-03-07,In-person,marketing manager,Technical skills,2.6,Hire
I3426,C3554,R1066,2024-10-10,Phone,HR Director, Technical Skills,3.8,Neutraal
I3427,C4914,R1101,2024-07-22,PHONE, Marketing Manager,Problem solving,2.8, Strong Hire
I3428,C2804,R1034,2024-07-17, In-Person,Markeeting Manager,Communication ,4.1,HIRE
I3429,C4877,R1132,2024-10-26,Video Call ,Marketing manager,Adaptability,4.0,NEUTRAL
I3430,C4411,R1125,2024-04-02, In-Person,Recruiter, Leadership,3.8,strong hire
I3431,C4629,R1124,2024-12-15,Videeo Call,Engineering Leaad,Teechnical Skills,3.6,Strong Hiree
I3432,C4255,R1028,2024-03-27,Phone,Engineering lead,problem solving,2.6,neutral
I3433,C3433,R1127,2024-02-11,In-Person,Reecruiter,Adaptability,3.9,No Hire
I3434,C2797,R1001,2024-12-02,Phone, Engineering Lead,Communicaation,4.8,Neutraal
I3435,C2840,R1120,2024-02-01, In-Person,ops director,Personality,4.6,no hire
I3436,C2291,R1081,2024-07-24,Video Caall,Ops director,technical skills,5.0,strong hire
I3437,C2042,R1109,2024-03-18,video call,Recruiter, Adaptability,4.1,Hire
I3438,C4169,R1088,2024-05-06,In-Peerson,marketing manager,Leadership,4.4,Strong Hire
I3439,C3195,R1066,2024-01-31,phone, HR Director,Problem Solving ,3.3,NO HIRE
I3440,C2858,R1015,2024-10-29,Video call,Reecruiter,Technicaal Skills,3.9,Strong Hire
I3441,C2408,R1104,2024-02-29,Phonee,recruiter,Personaality,2.7,Strong Hire
I3442,C2832,R1011,2024-12-08,phone, Ops Director,Adaptability,5.0,No Hire
I3443,C2017,R1025,2024-06-11,phone,engineering lead,TECHNICAL SKILLS,4.6, Neutral
I3444,C2559,R1130,2024-07-13,video call,Ops director,Leaadership,4.6,No Hire
I3445,C3206,R1110,2024-11-10,Video call,ops director,communication,2.6, Neutral
I3446,C2455,R1064,2024-05-25,In-Peerson, Recruiter,Communication,4.1,Strong Hire 
I3447,C2196,R1115,2024-07-17,Phone,Recruiter ,Communication ,2.6,NEUTRAL
I3448,C2272,R1000,2024-02-08, Video Call,Engineering Lead ,Communication ,2.9, Neutral
I3449,C2008,R1061,2024-09-23,Phone ,Engineering Leaad,teamwork,4.8, Neutral
I3450,C4153,R1095,2024-02-24,Videeo Call, Marketing Manager,Problem solving,5.0,Strong Hire 
I3451,C4420,R1136,2024-03-15,In-Person ,Maarketing Manager,Peersonality,3.0, No Hire
I3452,C2754,R1098,2024-07-06,video call,MARKETING MANAGER,Leeadership,2.8,No Hiree
I3453,C2106,R1037,2024-04-23,Videeo Call,Recruiter,Technical Skills,2.7,no hire
I3454,C2020,R1038,2024-01-02,Videeo Call, HR Director,Technicaal Skills,4.4,Strong Hire
I3455,C4613,R1065,2024-03-10,Videeo Call,Ops Director, Teamwork,5.0,Strong Hire
I3456,C4196,R1026,2024-06-28,Phone,Markeeting Manager,Communication,3.8,strong hire
I3457,C4701,R1019,2024-01-07,PHONE,HR DIRECTOR,PROBLEM SOLVING,3.0, Hire
I3458,C4195,R1130,2024-01-01,Video Caall,ENGINEERING LEAD,Problem solving,3.4,No Hire
I3459,C3117,R1148,2024-05-06,Phone, Ops Director,leadership,3.1,strong hire
I3460,C3421,R1048,2024-01-04,In-Person,Engineering lead,Personaality,4.8,HIRE
I3461,C3788,R1031,2024-01-15,video call,Engineering Leaad,Problem Solving,4.0,Neutral
I3462,C2522,R1056,2024-06-03,In-Person,Recruiter,personality,4.1,No hire
I3463,C2316,R1126,2024-05-27,In-Person ,hr director, Teamwork,3.2,Neutraal
I3464,C4575,R1038,2024-09-11,Phone,hr director,Teamwork,2.6,Hire 
I3465,C4290,R1021,2024-12-04,In-Person,HR Director,problem solving,4.2,Strong hire
I3466,C4541,R1146,2024-06-18,In-Person,Engineering lead,Adaptability,4.0,Strong Hire 
I3467,C4263,R1105,2024-04-05,Video Call ,Marketing Manager , Problem Solving,4.2, Strong Hire
I3468,C4358,R1067,2024-09-23,In-Person,Markeeting Manager,Problem Solving,4.2,NO HIRE
I3469,C4489,R1071,2024-05-03,In-Peerson,Reecruiter,Technical Skills,3.5,Neutraal
I3470,C2956,R1083,2024-07-31, Video Call,Engineering Leaad,technical skills,3.5,Hire
I3471,C2381,R1000,2024-09-19,Phonee,ops director,Personality,2.9,Hire
I3472,C3148,R1072,2024-09-12,Phone,MARKETING MANAGER,Teeamwork,3.2,No Hire
I3473,C2738,R1050,2024-03-30,Video Call, Ops Director,TEAMWORK,3.1, Hire
I3474,C2870,R1036,2024-06-18,Video Call, Recruiter,Technicaal Skills,4.3,no hire
I3475,C3400,R1110,2024-07-15,Phonee,ops director,Personality ,3.3,No Hire
I3476,C2713,R1134,2024-04-19,Videeo Call,RECRUITER,PERSONALITY,3.4,Strong hire
I3477,C2907,R1033,2024-06-13,IN-PERSON,Ops Director , Teamwork,3.4,hire
I3478,C4621,R1007,2024-07-19,IN-PERSON,Ops Direector,Communication,3.2,Hiree
I3479,C2752,R1002,2024-03-08,in-person,MARKETING MANAGER,Technicaal Skills,3.2,HIRE
I3480,C2108,R1054,2024-10-29,video call,Maarketing Manager,PROBLEM SOLVING,4.8,No hire
I3481,C2721,R1132,2024-01-17,Videeo Call,Ops director,Leadership,3.5,Hire 
I3482,C2882,R1075,2024-04-04,Phone,OPS DIRECTOR,Problem Solving,3.3,No Hire
I3483,C2619,R1002,2024-11-12,Phonee,Recruiter,Technical skills,4.1,Hire 
I3484,C2924,R1076,2024-08-08,Video Caall,Recruiter,Technical Skills,4.1,Hire 
I3485,C2407,R1022,2024-06-30,VIDEO CALL,HR Director , Leadership,4.3,Strong Hire 
I3486,C4456,R1039,2024-03-10,Video Call,MARKETING MANAGER,Communication,3.2,No hire
I3487,C2959,R1037,2024-08-13,Phonee,Maarketing Manager,adaptability,3.2, Neutral
I3488,C3179,R1103,2024-12-12,Phone,recruiter, Problem Solving,4.9,No hire
I3489,C4516,R1015,2024-01-30,in-person,Recruiter,Leeadership,4.9,Neutral 
I3490,C3411,R1045,2024-12-24,Phone,marketing manager,Communication,4.5,hire
I3491,C4654,R1048,2024-03-08,Video Caall,Ops Director,leadership,4.5,STRONG HIRE
I3492,C3007,R1029,2024-04-14,phone,Maarketing Manager,Teaamwork,2.6,Neeutral
I3493,C3373,R1035,2024-02-06,PHONE,Hr director,Teaamwork,2.8,NO HIRE
I3494,C2565,R1010,2024-05-26, Video Call,Ops Director ,Leadership,4.8,strong hire
I3495,C2623,R1051,2024-06-21, In-Person,HR Director,Technical Skills,4.8,Hire
I3496,C3006,R1028,2024-07-13,IN-PERSON,hr director,COMMUNICATION,3.1,No Hiree
I3497,C4509,R1015,2024-07-30,PHONE, Marketing Manager,Technicaal Skills,4.1,Hire
I3498,C3402,R1040,2024-12-07,in-person,Engineering lead,PROBLEM SOLVING,2.6, Strong Hire
I3499,C2124,R1063,2024-07-07,Video Call ,HR Direector, Leadership,3.0,Neutral
I3500,C2260,R1068,2024-07-06,Phone, HR Director,Personality ,3.1,Hire
I3501,C4755,R1117,2024-03-22,Video Call ,Maarketing Manager, Leadership,3.8,No Hiree
I3502,C2674,R1038,2024-01-03, Video Call,engineering lead, Technical Skills,3.5,Hire 
I3503,C3692,R1036,2024-03-14,IN-PERSON,Ops Direector,Peersonality,3.8,no hire
I3504,C4753,R1009,2024-12-25,Phonee,HR Director,Leaadership,2.9,Hire 
I3505,C2089,R1132,2024-10-21,In-Person,Ops director, Personality,4.7,STRONG HIRE
I3506,C2451,R1033,2024-08-24,Videeo Call,Engineering Lead,COMMUNICATION,4.5,No Hire
I3507,C4253,R1096,2024-02-29,In-Person,Engineering Lead ,Leaadership,4.6,Hire 
I3508,C4128,R1006,2024-05-29,Video Call,Marketing Manager,Communication,4.1,hire
I3509,C3854,R1111,2024-02-02,IN-PERSON,Hr director,LEADERSHIP,4.2,No Hire 
I3510,C4939,R1004,2024-09-23,Video Caall,Maarketing Manager,Teechnical Skills,3.0,HIRE
I3511,C3746,R1039,2024-09-14,Phone,recruiter,COMMUNICATION,2.6, Strong Hire
I3512,C3099,R1145,2024-01-12,Phonee,Engineering lead,Communication,3.6,Neeutral
I3513,C4086,R1030,2024-11-06,Phonee,marketing manager,Teamwork,3.5, No Hire
I3514,C3171,R1006,2024-04-06,VIDEO CALL,Recruiter , Leadership,3.9,strong hire
I3515,C2596,R1143,2024-02-25,Video Call ,Recruiter,Personality,4.6,strong hire
I3516,C3359,R1118,2024-09-25,Videeo Call,Recruiter,Personality,3.9,Strong hire
I3517,C4087,R1139,2024-05-03,In-Person, Engineering Lead,teamwork,2.7, Strong Hire
I3518,C2261,R1105,2024-05-20,Videeo Call,Marketing Manager ,Technical skills,4.6,hire
I3519,C4109,R1026,2024-01-22,In-person, Marketing Manager,Leadership ,3.4,Strong hire
I3520,C4557,R1004,2024-09-06,In-Person,Reecruiter,Problem Solving ,3.5,neutral
I3521,C3846,R1069,2024-07-26, In-Person,recruiter,Problem Solving,2.9,neutral
I3522,C4483,R1046,2024-09-21,In-person,marketing manager,leadership,2.8,Neeutral
I3523,C3730,R1111,2024-03-22,phone,Ops Director,Adaptability,3.6,Hire
I3524,C3695,R1117,2024-04-07,Phone,Recruiter ,Adaptability,3.3,Hire 
I3525,C3046,R1123,2024-05-06,video call,Ops Director ,Leadership ,3.6,Hire 
I3526,C3493,R1121,2024-08-27,Phone,OPS DIRECTOR,PERSONALITY,3.5,hire
I3527,C4868,R1064,2024-08-07,Video Call ,Ops Director,Technical Skills ,3.8,No Hiree
I3528,C4244,R1144,2024-03-21,Video call,Recruiter,TECHNICAL SKILLS,4.5,No hire
I3529,C3892,R1112,2024-12-29,Phone,Markeeting Manager,Problem solving,3.1,Strong Hire 
I3530,C2250,R1144,2024-10-05,Phone ,HR Director ,Peersonality,2.8,Hire
I3531,C3913,R1058,2024-09-04,Phone,Ops Director,Communication,4.1,HIRE
I3532,C3946,R1045,2024-11-30,Video Caall,recruiter, Adaptability,2.9,Hire
I3533,C4064,R1026,2024-01-25,Video call,Recruiter,Technicaal Skills,4.8,hire
I3534,C2579,R1072,2024-12-03, In-Person,Hr director, Personality,3.7,Strong Hire 
I3535,C3980,R1086,2024-07-11,In-Person,marketing manager,Adaptability,4.8,neutral
I3536,C3494,R1125,2024-09-25,In-Peerson,Engineeering Lead,Leaadership,3.5,Strong Hiree
I3537,C2960,R1034,2024-12-11, Phone,Engineering Lead,Technical Skills ,2.9,NO HIRE
I3538,C3555,R1145,2024-02-15,In-Person ,HR Director,Problem solving,4.9,HIRE
I3539,C4373,R1055,2024-12-09, Phone,HR Director,Leadership,3.4,No Hire
I3540,C2996,R1095,2024-12-25,Video Call,Recruiter ,leadership,2.7,No Hire
I3541,C2393,R1032,2024-07-24,phone,MARKETING MANAGER,Leadership,2.6,STRONG HIRE
I3542,C3428,R1083,2024-06-12,In-person,Engineering Leaad,Personaality,4.7,Hire
I3543,C3183,R1108,2024-10-18,In-person,Engineering Leaad,TECHNICAL SKILLS,2.8,Neutraal
I3544,C2373,R1008,2024-01-12,Videeo Call,HR Direector,Teeamwork,4.6,HIRE
I3545,C2850,R1103,2024-07-20,Phone,HR Direector,Leadership ,2.9, Hire
I3546,C4206,R1098,2024-01-21, Video Call,OPS DIRECTOR,Teaamwork,4.2,No Hire
I3547,C2140,R1120,2024-06-12,IN-PERSON,Reecruiter,Teamwork,2.7,Neutral
I3548,C2352,R1099,2024-07-24,In-Person,Ops Director ,Personality,4.6,neutral
I3549,C4669,R1125,2024-11-02,Phone,Hr director,Peersonality,4.6,Hiree
I3550,C4919,R1052,2024-10-10,Phone,Recruiter,Technical Skills,4.0,hire
I3551,C3816,R1013,2024-12-23,in-person, Recruiter,Adaptability,2.9,Hire 
I3552,C3141,R1142,2024-05-14,Phone ,OPS DIRECTOR,Problem Solving,4.1,Hire
I3553,C4892,R1104,2024-09-30,Phone,Markeeting Manager,Technical skills,4.4,NEUTRAL
I3554,C4632,R1141,2024-08-22,phone,HR DIRECTOR,Teeamwork,3.8, No Hire
I3555,C4856,R1031,2024-06-27,Video Caall,Recruiter ,Teamwork,2.7,Strong Hire
I3556,C4788,R1053,2024-11-12,In-person,HR Director,Adaptability,3.7,Hire
I3557,C4063,R1103,2024-08-30,VIDEO CALL,recruiter, Teamwork,2.8,Neutral
I3558,C3671,R1066,2024-09-02,In-Person ,recruiter,Leaadership,3.6,Strong Hire
I3559,C3630,R1046,2024-08-23,Phone,Marketing manager,Leadership ,2.6,NEUTRAL
I3560,C3644,R1057,2024-08-17,PHONE,HR Direector,Leeadership,3.6,Strong hire
I3561,C4636,R1132,2024-05-29,video call,Marketing Manager ,COMMUNICATION,3.9,Strong Hire
I3562,C4378,R1060,2024-08-26,In-person,engineering lead,Communication ,3.4,Neutraal
I3563,C2623,R1051,2024-09-29,Video Call ,Ops Director, Leadership,2.6,Hire 
I3564,C2100,R1080,2024-09-04,Video Call, Recruiter,Technicaal Skills,2.8,Neutral 
I3565,C4258,R1139,2024-06-28,In-person,ops director,ADAPTABILITY,4.0,No Hiree
I3566,C2380,R1012,2024-11-29,In-Person,recruiter, Adaptability,3.8,Strong Hire
I3567,C3478,R1086,2024-10-14,Phone,OPS DIRECTOR, Personality,4.0,Hire
I3568,C4012,R1083,2024-03-04,Video Caall,Recruiter,Teamwork,4.4,Hire
I3569,C2416,R1066,2024-05-20,IN-PERSON,Engineering Lead,Teechnical Skills,4.6,Strong Hire
